Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2021,2021,g/cap/d,0.14,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2763,Pelagic Fish,2021,2021,g/cap/d,0.07,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2022,2022,kg/cap,0.36,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2022,2022,g/cap/d,0.14,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2763,Pelagic Fish,2022,2022,g/cap/d,0.07,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2023,2023,kg/cap,0.36,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2023,2023,g/cap/d,0.13,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2763,Pelagic Fish,2023,2023,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2010,2010,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2010,2010,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2010,2010,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2011,2011,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2011,2011,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2011,2011,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2012,2012,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2012,2012,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2012,2012,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2013,2013,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2013,2013,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2013,2013,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2014,2014,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2014,2014,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2014,2014,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2015,2015,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2015,2015,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2015,2015,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2017,2017,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2017,2017,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2017,2017,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2018,2018,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2018,2018,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2018,2018,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2019,2019,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2019,2019,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2019,2019,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2020,2020,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2020,2020,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2020,2020,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2021,2021,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2021,2021,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2021,2021,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2023,2023,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2023,2023,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2764,"Marine Fish, Other",2023,2023,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2010,2010,kg/cap,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2010,2010,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2010,2010,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2011,2011,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2011,2011,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2011,2011,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2012,2012,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2012,2012,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2012,2012,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2013,2013,kg/cap,0.06,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2013,2013,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2013,2013,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2014,2014,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2014,2014,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2014,2014,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2015,2015,kg/cap,0.05,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2015,2015,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2015,2015,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2016,2016,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2017,2017,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2017,2017,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2017,2017,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2018,2018,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2018,2018,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2018,2018,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2019,2019,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2019,2019,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2019,2019,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2020,2020,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2020,2020,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2020,2020,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2021,2021,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2021,2021,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2021,2021,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2022,2022,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2022,2022,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2023,2023,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2023,2023,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2765,Crustaceans,2023,2023,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2010,2010,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2010,2010,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2010,2010,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2011,2011,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2011,2011,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2011,2011,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2012,2012,kg/cap,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2012,2012,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2012,2012,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2013,2013,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2013,2013,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2013,2013,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2014,2014,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2014,2014,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2014,2014,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2015,2015,kg/cap,0.05,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2015,2015,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2015,2015,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2016,2016,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2016,2016,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2017,2017,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2017,2017,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2017,2017,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2018,2018,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2018,2018,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2018,2018,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2019,2019,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2019,2019,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2019,2019,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2020,2020,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2020,2020,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2020,2020,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2021,2021,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2021,2021,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2021,2021,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2022,2022,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2022,2022,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2023,2023,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2023,2023,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2766,Cephalopods,2023,2023,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2010,2010,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2010,2010,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2010,2010,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2011,2011,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2011,2011,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2011,2011,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2012,2012,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2012,2012,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2012,2012,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2013,2013,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2013,2013,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2013,2013,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2014,2014,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2014,2014,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2014,2014,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2015,2015,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2015,2015,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2015,2015,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2016,2016,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2017,2017,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2017,2017,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2017,2017,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2018,2018,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2018,2018,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2018,2018,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2019,2019,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2019,2019,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2019,2019,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2020,2020,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2020,2020,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2020,2020,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2021,2021,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2021,2021,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2021,2021,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2022,2022,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2023,2023,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2023,2023,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2767,"Molluscs, Other",2023,2023,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2010,2010,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,674,Protein supply quantity (g/capita/day),S2769,"Aquatic Animals, Others",2010,2010,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),586,Pakistan,684,Fat supply quantity (g/capita/day),S2769,"Aquatic Animals, Others",2010,2010,g/cap/d,0,E,Estimated value,
